SubmitTime,WaitTime,RunTime,NProc,UsedCPUTime,UsedMemory,ReqNProcs,ReqTime,Status,UserID,GroupID,ExecutableID,QueueID,PartitionID,OrigSiteID,LastRunSiteID,Workload
2006-01-05 08:00:00,1.3333333333333333,22.333333333333332,,3.0,0.0,1.0,88500.0,1,U1013S0,G1,X1,Q2,1,clrlcgce01,clrlcgce01,3.0
2006-01-05 09:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2006-01-05 10:00:00,1.0,10.0,,3.0,0.0,1.0,900.0,1,U2021S1,G1,X1,Q3,1,clrlcgce02,clrlcgce02,1.0
2006-01-05 11:00:00,53265.555555555555,85350.66666666667,,84820.11111111111,135729.77777777778,1.0,231000.0,1,U2015S1,G2,X1,Q9,1,clrlcgce02,clrlcgce02,9.0
2006-01-05 12:00:00,80857.41666666667,96232.08333333333,,95631.16666666667,152702.0,1.0,259200.0,1,U2015S1,G2,X1,Q9,1,clrlcgce02,clrlcgce02,12.0
2006-01-05 13:00:00,0.6666666666666666,6573.666666666667,,6329.0,171286.66666666666,1.0,144300.0,1,U2020S1,G1,X1,Q2,1,clrlcgce02,clrlcgce02,3.0
2006-01-05 14:00:00,1.0,11.0,,3.0,0.0,1.0,132300.0,1,U2020S1,G1,X1,Q10,1,clrlcgce02,clrlcgce02,2.0
2006-01-05 15:00:00,1.1111111111111112,3020.4444444444443,,1908.0,216743.11111111112,1.0,154900.0,1,U2028S1,G1,X1,Q4,1,clrlcgce02,clrlcgce02,9.0
2006-01-05 16:00:00,0.5714285714285714,43992.0,,43308.28571428572,508092.0,1.0,108445.71428571429,1,U2003S1,G3,X1,Q5,1,clrlcgce02,clrlcgce02,7.0
2006-01-05 17:00:00,578.2,9725.24,,9023.32,763116.8,1.0,58603.2,5,U2003S1,G3,X1,Q5,1,clrlcgce02,clrlcgce02,25.0
2006-01-05 18:00:00,698.8235294117648,16124.35294117647,,14931.0,479123.29411764705,1.0,104724.70588235294,1,U2003S1,G3,X1,Q5,1,clrlcgce02,clrlcgce02,17.0
2006-01-05 19:00:00,1.3333333333333333,430.3333333333333,,107.66666666666667,315784.0,1.0,173100.0,1,U1031S0,G6,X1,Q4,1,clrlcgce01,clrlcgce01,3.0
2006-01-05 20:00:00,2.0,44711.0,,43818.0,620768.0,1.0,259200.0,1,U1031S0,G6,X1,Q4,1,clrlcgce01,clrlcgce01,1.0
2006-01-05 21:00:00,130278.825,24085.05,,23324.95,629044.7,1.0,104544.0,1,U2003S1,G3,X1,Q5,1,clrlcgce02,clrlcgce02,40.0
2006-01-05 22:00:00,1.4,11368.2,,10631.2,332399.2,1.0,155880.0,1,U1023S0,G1,X1,Q3,1,clrlcgce01,clrlcgce01,5.0
2006-01-05 23:00:00,1.2,625.8,,70.2,227788.0,1.0,105120.0,1,U1031S0,G1,X1,Q4,1,clrlcgce01,clrlcgce01,5.0
2006-01-06 00:00:00,1.0,12875.5,,12352.166666666666,319560.0,1.0,230400.0,1,U2035S1,G6,X1,Q2,1,clrlcgce02,clrlcgce02,6.0
2006-01-06 01:00:00,1.0,646.0,,3.8,71168.0,1.0,18900.0,1,U2021S1,G1,X1,Q3,1,clrlcgce01,clrlcgce01,5.0
2006-01-06 02:00:00,1.2,1588.6,,655.4,277748.8,1.0,104220.0,1,U1030S0,G1,X1,Q3,1,clrlcgce02,clrlcgce02,5.0
2006-01-06 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2006-01-06 04:00:00,0.8571428571428571,14.857142857142858,,3.7142857142857144,5281.714285714285,1.0,51300.0,1,U2028S1,G1,X1,Q3,1,clrlcgce02,clrlcgce02,7.0
2006-01-06 05:00:00,1.6,374.2,,10.0,116135.2,1.0,18900.0,1,U1025S0,G1,X1,Q2,1,clrlcgce01,clrlcgce01,5.0
2006-01-06 06:00:00,1.0,2103.5,,1636.0,385644.0,1.0,259200.0,1,U1034S0,G4,X1,Q1,1,clrlcgce01,clrlcgce01,2.0
2006-01-06 07:00:00,1.0,6.333333333333333,,3.0,0.0,1.0,32400.0,1,U1023S0,G1,X1,Q7,1,clrlcgce01,clrlcgce01,3.0
2006-01-06 08:00:00,1.125,809.5,,15.625,193855.0,1.0,23512.5,1,U1023S0,G1,X1,Q3,1,clrlcgce01,clrlcgce01,8.0
2006-01-06 09:00:00,2.0,12.0,,4.0,0.0,1.0,259200.0,1,U1023S0,G1,X1,Q1,1,clrlcgce01,clrlcgce01,1.0
2006-01-06 10:00:00,1.3,748.7,,326.6,102724.0,1.0,208440.0,1,U311,G7,X1,Q4,1,iut15,iut15,10.0
2006-01-06 11:00:00,1.1111111111111112,2322.0,,2152.3333333333335,72371.11111111111,1.0,97000.0,1,U2035S1,G1,X1,Q2,1,clrlcgce02,clrlcgce02,9.0
2006-01-06 12:00:00,1.25,1637.75,,1566.5833333333333,48561.333333333336,1.0,237675.0,1,U1014S0,G2,X1,Q9,1,clrlcgce01,clrlcgce01,12.0
2006-01-06 13:00:00,1.0,78.75,,30.25,32284.0,1.0,259200.0,1,U1013S0,G2,X1,Q9,1,clrlcgce01,clrlcgce01,4.0
2006-01-06 14:00:00,0.8333333333333334,363.8333333333333,,290.0,87094.0,1.0,195000.0,1,U1013S0,G2,X1,Q9,1,clrlcgce01,clrlcgce01,12.0
2006-01-06 15:00:00,1.1764705882352942,6420.882352941177,,5970.176470588235,871432.4705882353,1.0,259200.0,1,U1002S0,G3,X1,Q10,1,clrlcgce01,clrlcgce01,17.0
2006-01-06 16:00:00,1.320754716981132,5347.320754716981,,4979.226415094339,636538.8679245283,1.0,246277.35849056602,1,U1002S0,G3,X1,Q10,1,clrlcgce01,clrlcgce01,53.0
2006-01-06 17:00:00,1.3333333333333333,29050.833333333332,,28564.5,258801.33333333334,1.0,130800.0,1,U1013S0,G1,X1,Q4,1,clrlcgce01,clrlcgce01,6.0
2006-01-06 18:00:00,1.5,806.0,,535.0,177494.66666666666,1.0,187350.0,1,U1023S0,G1,X1,Q3,1,clrlcgce01,clrlcgce01,6.0
2006-01-06 19:00:00,1.1538461538461537,15094.23076923077,,14141.692307692309,409372.0,1.0,252553.84615384616,1,U1033S0,G6,X1,Q4,1,clrlcgce01,clrlcgce01,13.0
2006-01-06 20:00:00,1.2,12327.4,,11760.0,298354.4,1.0,155880.0,1,U2035S1,G6,X1,Q2,1,clrlcgce02,clrlcgce02,5.0
2006-01-06 21:00:00,1.0,11.0,,3.0,0.0,1.0,45900.0,1,U1023S0,G1,X1,Q6,1,clrlcgce01,clrlcgce01,2.0
2006-01-06 22:00:00,1.0,13595.777777777777,,12863.888888888889,409371.1111111111,1.0,230500.0,1,U1033S0,G6,X1,Q2,1,clrlcgce01,clrlcgce01,9.0
2006-01-06 23:00:00,1.3333333333333333,249.5,,18.333333333333332,53763.333333333336,1.0,31050.0,1,U1023S0,G1,X1,Q3,1,clrlcgce01,clrlcgce01,6.0
2006-01-07 00:00:00,15791.386363636364,86788.25,,85992.84090909091,196802.45454545456,1.0,259200.0,1,U2015S1,G2,X1,Q9,1,clrlcgce02,clrlcgce02,44.0
2006-01-07 01:00:00,23906.63529411765,95119.07058823529,,94377.69411764706,164451.48235294118,1.0,259200.0,1,U1012S0,G2,X1,Q9,1,clrlcgce01,clrlcgce01,85.0
2006-01-07 02:00:00,2831.0,53.0,,14.0,30960.0,1.0,900.0,1,U1020S0,G1,X1,Q2,1,clrlcgce01,clrlcgce01,4.0
2006-01-07 03:00:00,1974.0,526.5,,20.5,135430.0,1.0,900.0,0,U1017S0,G1,X1,Q2,1,clrlcgce01,clrlcgce01,2.0
2006-01-07 04:00:00,93.8,197.2,,9.0,54048.0,1.0,55260.0,1,U1025S0,G1,X1,Q7,1,clrlcgce02,clrlcgce02,5.0
2006-01-07 05:00:00,1.0,40.8,,11.2,244460.8,1.0,69660.0,1,U1025S0,G1,X1,Q3,1,clrlcgce02,clrlcgce02,5.0
2006-01-07 06:00:00,1.25,1303.25,,810.25,264204.0,1.0,237600.0,1,U1017S0,G1,X1,Q1,1,clrlcgce01,clrlcgce01,4.0
2006-01-07 07:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2006-01-07 08:00:00,1.4,41.6,,11.2,9840.0,1.0,86940.0,1,U1023S0,G1,X1,Q3,1,clrlcgce02,clrlcgce02,5.0
2006-01-07 09:00:00,1.0,1320.0,,54.0,270908.0,1.0,86400.0,1,U1017S0,G1,X1,Q7,1,clrlcgce01,clrlcgce01,1.0
2006-01-07 10:00:00,1.4,752.2,,638.4,151258.4,1.0,139500.0,1,U1023S0,G1,X1,Q1,1,clrlcgce01,clrlcgce01,5.0
2006-01-07 11:00:00,1.0,502.6666666666667,,33.333333333333336,90292.0,1.0,29400.0,1,U1017S0,G1,X1,Q2,1,clrlcgce01,clrlcgce01,3.0
2006-01-07 12:00:00,1.0,12337.666666666666,,11760.0,325058.6666666667,1.0,173100.0,1,U1020S0,G6,X1,Q2,1,clrlcgce01,clrlcgce01,3.0
2006-01-07 13:00:00,1.0,19509.0,,18455.666666666668,474473.3333333333,1.0,259200.0,1,U2035S1,G6,X1,Q2,1,clrlcgce02,clrlcgce02,3.0
2006-01-07 14:00:00,1.125,7533.375,,7116.375,319178.5,1.0,162337.5,1,U1033S0,G1,X1,Q4,1,clrlcgce01,clrlcgce01,8.0
2006-01-07 15:00:00,1.2,15070.6,,14381.2,395709.6,1.0,208440.0,1,U2035S1,G6,X1,Q2,1,clrlcgce02,clrlcgce02,5.0
2006-01-07 16:00:00,1.6666666666666667,292.0,,53.666666666666664,158836.0,1.0,144300.0,1,U2020S1,G1,X1,Q3,1,clrlcgce02,clrlcgce02,3.0
2006-01-07 17:00:00,35611.669565217395,31809.834782608697,,30260.130434782608,481161.18260869564,1.0,248047.8260869565,1,U1031S0,G6,X1,Q4,1,clrlcgce01,clrlcgce01,115.0
2006-01-07 18:00:00,923.0,1920.0,,1645.5,378036.0,1.0,259200.0,1,U1034S0,G4,X1,Q1,1,clrlcgce01,clrlcgce01,2.0
2006-01-07 19:00:00,31656.0,12.0,,4.0,0.0,1.0,5400.0,1,U1023S0,G1,X1,Q8,1,clrlcgce01,clrlcgce01,1.0
2006-01-07 20:00:00,5742.6,31.8,,12.6,0.0,1.0,2700.0,1,U2020S1,G1,X1,Q3,1,clrlcgce02,clrlcgce02,5.0
2006-01-07 21:00:00,847.7037037037037,21.185185185185187,,4.2592592592592595,5492.740740740741,1.0,249633.33333333334,1,U2035S1,G6,X1,Q2,1,clrlcgce02,clrlcgce02,27.0
2006-01-07 22:00:00,2474.0,500.25,,423.125,94539.0,1.0,227475.0,1,U2035S1,G6,X1,Q2,1,clrlcgce02,clrlcgce02,8.0
2006-01-07 23:00:00,1.25,394.5,,23.5,86289.0,1.0,129825.0,1,U2020S1,G1,X1,Q10,1,clrlcgce02,clrlcgce02,4.0
2006-01-08 00:00:00,1.0,11.0,,4.0,0.0,1.0,900.0,1,U2020S1,G1,X1,Q3,1,clrlcgce02,clrlcgce02,1.0
2006-01-08 01:00:00,61850.48484848485,87565.75757575757,,87218.51515151515,138822.78787878787,1.0,251345.45454545456,1,U2015S1,G2,X1,Q9,1,clrlcgce02,clrlcgce02,33.0
2006-01-08 02:00:00,3111.8,807.4,,671.0,162551.2,1.0,104220.0,1,U1020S0,G1,X1,Q2,1,clrlcgce01,clrlcgce01,5.0
2006-01-08 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2006-01-08 04:00:00,157.25,13.5,,4.0,0.0,1.0,174150.0,1,U1025S0,G1,X1,Q1,1,clrlcgce01,clrlcgce01,4.0
2006-01-08 05:00:00,504.25,31.375,,9.125,0.0,1.0,44437.5,1,U1020S0,G1,X1,Q2,1,clrlcgce02,clrlcgce02,8.0
2006-01-08 06:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2006-01-08 07:00:00,1.0,10.0,,3.0,0.0,1.0,5400.0,1,U2020S1,G1,X1,Q7,1,clrlcgce02,clrlcgce02,1.0
2006-01-08 08:00:00,7365.5,64.0,,27.5,18516.0,1.0,900.0,1,U1030S0,G1,X1,Q2,1,clrlcgce01,clrlcgce01,2.0
2006-01-08 09:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2006-01-08 10:00:00,1846.3333333333333,1736.6666666666667,,1101.3333333333333,342457.3333333333,1.0,174600.0,1,U1034S0,G4,X1,Q1,1,clrlcgce02,clrlcgce02,3.0
2006-01-08 11:00:00,1.0,36.0,,15.0,18572.0,1.0,900.0,1,U2020S1,G1,X1,Q3,1,clrlcgce02,clrlcgce02,2.0
2006-01-08 12:00:00,2452.0,1311.0,,59.0,271088.0,1.0,86400.0,1,U1017S0,G1,X1,Q7,1,clrlcgce01,clrlcgce01,1.0
2006-01-08 13:00:00,581.5,40.5,,8.0,35586.0,1.0,132300.0,1,U1013S0,G1,X1,Q6,1,clrlcgce01,clrlcgce01,2.0
2006-01-08 14:00:00,28.0,576.7142857142857,,482.42857142857144,125959.42857142857,1.0,112885.71428571429,1,U2020S1,G1,X1,Q3,1,clrlcgce02,clrlcgce02,7.0
