SubmitTime,WaitTime,RunTime,UsedCPUTime,UsedMemory,ReqNProcs,ReqTime,Status,UserID,GroupID,ExecutableID,QueueID,PartitionID,OrigSiteID,LastRunSiteID,Workload
2006-01-01 10:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0
2006-01-01 10:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0
2006-01-01 11:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0
2006-01-01 11:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0
2006-01-01 12:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0
2006-01-01 12:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0
2006-01-01 13:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0
2006-01-01 13:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0
2006-01-01 14:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0
2006-01-01 14:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0
2006-01-01 15:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0
2006-01-01 15:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0
2006-01-01 16:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0
2006-01-01 16:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0
2006-01-01 17:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0
2006-01-01 17:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0
2006-01-01 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0
2006-01-01 18:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0
2006-01-01 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0
2006-01-01 19:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0
2006-01-01 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0
2006-01-01 20:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0
2006-01-01 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0
2006-01-01 21:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0
2006-01-01 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0
2006-01-01 22:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0
2006-01-01 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0
2006-01-01 23:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0
2006-01-02 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0
2006-01-02 00:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0
2006-01-02 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0
2006-01-02 01:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0
2006-01-02 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0
2006-01-02 02:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0
2006-01-02 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0
2006-01-02 03:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0
2006-01-02 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0
2006-01-02 04:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0
2006-01-02 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0
2006-01-02 05:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0
2006-01-02 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0
2006-01-02 06:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0
2006-01-02 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0
2006-01-02 07:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0
2006-01-02 08:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0
2006-01-02 08:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0
2006-01-02 09:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0
2006-01-02 09:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0
2006-01-02 10:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0
2006-01-02 10:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0
2006-01-02 11:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0
2006-01-02 11:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0
2006-01-02 12:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0
2006-01-02 12:30:00,2499850.0,20.0,0.0,17876.0,1.0,89100.0,1,U5005S3,G1,X1,Q2,1,iut15,iut15,2.0
2006-01-02 13:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0
2006-01-02 13:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0
2006-01-02 14:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0
2006-01-02 14:30:00,2491849.0,20.0,0.0,0.0,1.0,5400.0,1,U5005S3,G1,X1,Q5,1,iut15,iut15,1.0
2006-01-02 15:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0
2006-01-02 15:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0
2006-01-02 16:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0
2006-01-02 16:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0
2006-01-02 17:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0
2006-01-02 17:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0
2006-01-02 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0
2006-01-02 18:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0
2006-01-02 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0
2006-01-02 19:30:00,2474476.0,21.0,0.0,0.0,1.0,900.0,1,U5005S3,G1,X1,Q3,1,iut15,iut15,1.0
2006-01-02 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0
2006-01-02 20:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0
2006-01-02 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0
2006-01-02 21:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0
2006-01-02 22:00:00,2466405.0,20.0,0.0,35760.0,1.0,5400.0,1,U5005S3,G1,X1,Q2,1,iut15,iut15,1.0
2006-01-02 22:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0
2006-01-02 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0
2006-01-02 23:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0
2006-01-03 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0
2006-01-03 00:30:00,27481.0,-1.0,-1.0,-1.0,1.0,-1.0,5,-1,-1,-1,Q2,1,iut15,iut15,0.0
2006-01-03 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0
2006-01-03 01:30:00,24752.0,-1.0,-1.0,-1.0,1.0,-1.0,5,-1,-1,-1,Q1,1,iut15,iut15,0.0
2006-01-03 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0
2006-01-03 02:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0
2006-01-03 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0
2006-01-03 03:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0
2006-01-03 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0
2006-01-03 04:30:00,13542.0,-1.0,-1.0,-1.0,1.0,-1.0,5,-1,-1,-1,Q1,1,iut15,iut15,0.0
2006-01-03 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0
2006-01-03 05:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0
2006-01-03 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0
2006-01-03 06:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0
2006-01-03 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0
2006-01-03 07:30:00,791.0,917.0,20.0,96240.0,1.0,172800.0,1,U1030S0,G1,X1,Q5,1,clrlcgce01,clrlcgce01,2.0
2006-01-03 08:00:00,0.9230769230769231,2025.6153846153845,1635.0,881788.9230769231,1.0,48996.92307692308,5,U2003S1,G3,X1,Q5,1,clrlcgce02,clrlcgce02,26.0
2006-01-03 08:30:00,0.9428571428571428,810.6857142857143,181.85714285714286,769931.2,1.0,30461.14285714286,5,U2003S1,G3,X1,Q5,1,clrlcgce02,clrlcgce02,35.0
2006-01-03 09:00:00,53959.6,1447.5333333333333,51.06666666666667,233865.24444444446,1.0,33828.0,1,U2003S1,G3,X1,Q5,1,clrlcgce02,clrlcgce02,45.0
2006-01-03 09:30:00,1.0344827586206897,1643.2413793103449,138.20689655172413,170092.0,1.0,46733.793103448275,1,U2003S1,G3,X1,Q5,1,clrlcgce02,clrlcgce02,29.0
2006-01-03 10:00:00,63.76315789473684,11522.236842105263,10025.578947368422,137190.2105263158,1.0,55080.0,1,U2003S1,G3,X1,Q5,1,clrlcgce02,clrlcgce02,38.0
2006-01-03 10:30:00,1.1282051282051282,32517.5641025641,27188.615384615383,87477.23076923077,1.0,98706.15384615384,1,U2003S1,G3,X1,Q5,1,clrlcgce02,clrlcgce02,39.0
2006-01-03 11:00:00,1.1129032258064515,62241.33870967742,57274.67741935484,111972.83870967742,1.0,174407.4193548387,1,U1012S0,G2,X1,Q9,1,clrlcgce01,clrlcgce01,62.0
2006-01-03 11:30:00,54521.59722222222,20707.833333333332,19867.319444444445,60110.01388888889,1.0,71888.01388888889,1,U2003S1,G3,X1,Q9,1,clrlcgce01,clrlcgce01,49.0
2006-01-03 12:00:00,4718.820895522388,928.6268656716418,8.26865671641791,47488.68656716418,1.0,48024.08955223881,1,U2003S1,G3,X1,Q5,1,clrlcgce02,clrlcgce02,61.0
2006-01-03 12:30:00,20.513513513513512,742.7027027027027,5.324324324324325,27073.891891891893,1.0,60293.51351351351,1,U2003S1,G1,X1,Q5,1,clrlcgce02,clrlcgce02,74.0
2006-01-03 13:00:00,29.597560975609756,606.0853658536586,7.439024390243903,39195.80487804878,1.0,60677.560975609755,1,U1021S0,G1,X1,Q5,1,clrlcgce02,clrlcgce02,82.0
2006-01-03 13:30:00,50227.208333333336,2772.6041666666665,1217.625,98518.75,1.0,58440.0,1,U2003S1,G3,X1,Q5,1,clrlcgce02,clrlcgce02,48.0
2006-01-03 14:00:00,89.28571428571429,11226.32142857143,9763.75,53003.71428571428,1.0,55260.0,1,U2003S1,G3,X1,Q5,1,clrlcgce02,clrlcgce02,28.0
2006-01-03 14:30:00,1.1311475409836065,626.2786885245902,4.786885245901639,27868.131147540982,1.0,63039.34426229508,1,U2003S1,G1,X1,Q5,1,clrlcgce02,clrlcgce02,61.0
2006-01-03 15:00:00,1.7,666.7666666666667,5.116666666666666,25910.866666666665,1.0,65763.0,1,U1021S0,G1,X1,Q5,1,clrlcgce02,clrlcgce02,60.0
2006-01-03 15:30:00,1.1219512195121952,378.1219512195122,4.2682926829268295,14184.19512195122,1.0,83420.48780487805,1,U1021S0,G1,X1,Q5,1,clrlcgce02,clrlcgce02,41.0
2006-01-03 16:00:00,1.1666666666666667,622.1666666666666,5.0,19973.333333333332,1.0,183460.0,1,U2014S1,G2,X1,Q9,1,clrlcgce02,clrlcgce02,6.0
2006-01-03 16:30:00,1671.0,9822.166666666666,9381.333333333334,266952.0,1.0,173100.0,1,U1033S0,G6,X1,Q4,1,clrlcgce01,clrlcgce01,6.0
2006-01-03 17:00:00,1.0,8.0,3.5,0.0,1.0,259200.0,1,U2014S1,G2,X1,Q9,1,clrlcgce02,clrlcgce02,2.0
2006-01-03 17:30:00,1659.6666666666667,1235.0,1071.0,252093.33333333334,1.0,259200.0,1,U1034S0,G4,X1,Q1,1,clrlcgce02,clrlcgce02,3.0
2006-01-03 18:00:00,1.0,9905.5,9575.0,247108.0,1.0,259200.0,1,U2014S1,G2,X1,Q2,1,clrlcgce02,clrlcgce02,2.0
2006-01-03 18:30:00,1.0,8.0,3.5,0.0,1.0,259200.0,1,U2014S1,G2,X1,Q9,1,clrlcgce02,clrlcgce02,4.0
2006-01-03 19:00:00,1.25,8.25,3.0,0.0,1.0,259200.0,1,U2014S1,G2,X1,Q9,1,clrlcgce02,clrlcgce02,4.0
2006-01-03 19:30:00,3365.6666666666665,31.666666666666668,17.0,0.0,1.0,87000.0,1,U1030S0,G1,X1,Q2,1,clrlcgce02,clrlcgce02,3.0
2006-01-03 20:00:00,1.0,8.0,3.2,0.0,1.0,259200.0,1,U2014S1,G2,X1,Q9,1,clrlcgce02,clrlcgce02,5.0
2006-01-03 20:30:00,1.0,8.0,3.0,0.0,1.0,259200.0,1,U2014S1,G2,X1,Q9,1,clrlcgce02,clrlcgce02,1.0
2006-01-03 21:00:00,1432.0,25.0,3.0,0.0,1.0,173100.0,1,U2014S1,G2,X1,Q9,1,clrlcgce02,clrlcgce02,3.0
2006-01-03 21:30:00,40.285714285714285,77168.57142857143,77051.23809523809,255544.7619047619,1.0,232150.0,1,U2015S1,G2,X1,Q9,1,clrlcgce02,clrlcgce02,42.0
2006-01-03 22:00:00,14798.337078651686,40664.84269662921,40378.426966292136,574712.8314606742,1.0,127927.39325842696,5,U2003S1,G3,X1,Q5,1,clrlcgce02,clrlcgce02,87.0
2006-01-03 22:30:00,71329.97916666667,45336.604166666664,44797.1875,467441.25,1.0,142277.41666666666,1,U2015S1,G2,X1,Q9,1,clrlcgce02,clrlcgce02,44.0
2006-01-03 23:00:00,7639.333333333333,19396.0,18678.666666666668,497776.0,1.0,259200.0,1,U2035S1,G6,X1,Q2,1,clrlcgce02,clrlcgce02,3.0
2006-01-03 23:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0
2006-01-04 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0
2006-01-04 00:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0
2006-01-04 01:00:00,3301.6666666666665,47773.666666666664,47730.0,32870.0,1.0,86399.33333333333,5,-1,-1,-1,Q9,1,clrlcgce01,clrlcgce01,1.0
2006-01-04 01:30:00,14305.25,465.0,400.5,94528.25,1.0,64799.25,5,-1,-1,-1,Q3,1,clrlcgce01,clrlcgce01,1.0
2006-01-04 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0
2006-01-04 02:30:00,76.65384615384616,-1.0,-1.0,-1.0,1.0,-1.0,5,-1,-1,-1,Q9,1,clrlcgce01,clrlcgce01,0.0
2006-01-04 03:00:00,15940.0,138020.0,137910.0,98612.0,1.0,259200.0,1,U2004S1,G3,X1,Q5,1,clrlcgce02,clrlcgce02,1.0
2006-01-04 03:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0
2006-01-04 04:00:00,14989.5,29.0,1.0,-0.5,1.0,449.5,1,-1,-1,-1,Q2,1,clrlcgce01,clrlcgce01,1.0
2006-01-04 04:30:00,1.0,63.0,24.0,0.0,1.0,900.0,1,U1030S0,G1,X1,Q2,1,clrlcgce01,clrlcgce01,1.0
2006-01-04 05:00:00,793260.6666666666,20.333333333333332,0.6666666666666666,28347.666666666668,1.0,2099.6666666666665,1,-1,G1,X1,Q2,1,clrlcgce01,clrlcgce01,2.0
2006-01-04 05:30:00,61.333333333333336,1247.0,1070.3333333333333,253682.33333333334,1.0,172799.66666666666,1,-1,G4,X1,Q1,1,clrlcgce01,clrlcgce01,2.0
2006-01-04 06:00:00,22792.0,-1.0,-1.0,-1.0,1.0,-1.0,5,-1,-1,-1,Q3,1,clrlcgce02,clrlcgce02,0.0
2006-01-04 06:30:00,1.0,190985.0,172899.0,451124.0,1.0,259200.0,0,U1033S0,G6,X1,Q4,1,clrlcgce01,clrlcgce01,1.0
2006-01-04 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0
2006-01-04 07:30:00,54204.63636363636,77.0909090909091,3.272727272727273,27616.909090909092,1.0,72708.54545454546,5,-1,-1,-1,Q5,1,clrlcgce02,clrlcgce02,5.0
2006-01-04 08:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0
2006-01-04 08:30:00,58.0,-1.0,-1.0,-1.0,1.0,-1.0,5,-1,-1,-1,Q1,1,clrlcgce01,clrlcgce01,0.0
2006-01-04 09:00:00,11566.0,-1.0,-1.0,-1.0,1.0,-1.0,5,-1,-1,-1,Q6,1,clrlcgce02,clrlcgce02,0.0
2006-01-04 09:30:00,2666.4,561.2,322.0,75638.4,1.0,51839.2,5,-1,-1,-1,Q2,1,clrlcgce01,clrlcgce01,1.0
2006-01-04 10:00:00,1968.5,-1.0,-1.0,-1.0,1.0,-1.0,5,-1,-1,-1,Q2,1,clrlcgce01,clrlcgce01,0.0
2006-01-04 10:30:00,1553.7142857142858,5637.571428571428,5448.857142857143,139889.57142857142,1.0,74056.42857142857,5,-1,-1,-1,Q2,1,clrlcgce01,clrlcgce01,2.0
2006-01-04 11:00:00,2298.425,-1.0,-1.0,-1.0,1.0,-1.0,5,-1,-1,-1,Q7,1,clrlcgce01,clrlcgce01,0.0
2006-01-04 11:30:00,1314.4878048780488,-1.0,-1.0,-1.0,1.0,-1.0,5,-1,-1,-1,Q7,1,clrlcgce01,clrlcgce01,0.0
2006-01-04 12:00:00,1116.017543859649,-0.8947368421052632,-0.9122807017543859,-0.9649122807017544,1.0,188.50877192982455,5,-1,-1,-1,Q6,1,clrlcgce02,clrlcgce02,2.0
2006-01-04 12:30:00,4033.4736842105262,1031.6315789473683,980.2631578947369,24861.36842105263,1.0,13641.157894736842,5,-1,-1,-1,Q4,1,clrlcgce01,clrlcgce01,1.0
2006-01-04 13:00:00,14198.142857142857,19605.14285714286,18994.85714285714,325236.4285714286,1.0,185271.2857142857,1,U1033S0,G6,X1,Q4,1,clrlcgce01,clrlcgce01,12.0
2006-01-04 13:30:00,9447.92857142857,4256.642857142857,4241.142857142857,27943.571428571428,1.0,74956.71428571429,5,-1,-1,X1,Q9,1,clrlcgce01,clrlcgce01,8.0
2006-01-04 14:00:00,42.266666666666666,5.2,1.4,26858.466666666667,1.0,12299.266666666666,5,-1,-1,-1,Q9,1,clrlcgce01,clrlcgce01,4.0
2006-01-04 14:30:00,14.6,5.3,1.6,-0.3,1.0,19619.7,1,-1,G1,X1,Q6,1,clrlcgce01,clrlcgce01,7.0
2006-01-04 15:00:00,1.25,9198.625,8540.125,291746.0,1.0,259200.0,1,U2035S1,G6,X1,Q2,1,clrlcgce02,clrlcgce02,8.0
2006-01-04 15:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0
2006-01-04 16:00:00,30179.0,23.0,1.0,24603.5,1.0,449.5,1,-1,-1,-1,Q2,1,clrlcgce02,clrlcgce02,1.0
2006-01-04 16:30:00,199.5,63.5,23.0,0.0,1.0,900.0,1,U1030S0,G1,X1,Q2,1,clrlcgce01,clrlcgce01,2.0
2006-01-04 17:00:00,3085.0,39994.5,38067.5,803402.0,1.0,95970.0,1,U2003S1,G3,X1,Q5,1,clrlcgce02,clrlcgce02,2.0
2006-01-04 17:30:00,1975.0,2828.0,1597.0,378150.0,1.0,259200.0,1,U1034S0,G4,X1,Q1,1,clrlcgce01,clrlcgce01,2.0
2006-01-04 18:00:00,1.6,16082.0,15058.0,465445.6,1.0,259200.0,1,U1033S0,G6,X1,Q4,1,clrlcgce01,clrlcgce01,5.0
2006-01-04 18:30:00,1157.8,17009.7,16120.9,354966.1,1.0,171515.7,1,U1033S0,G6,X1,Q2,1,clrlcgce02,clrlcgce02,7.0
2006-01-04 19:00:00,1648.8333333333333,7.5,0.5,-0.6666666666666666,1.0,1049.3333333333333,5,-1,-1,-1,Q5,1,clrlcgce02,clrlcgce02,2.0
2006-01-04 19:30:00,113.0,2195.4444444444443,2082.1111111111113,52772.22222222222,1.0,28999.333333333332,5,-1,-1,-1,Q2,1,clrlcgce02,clrlcgce02,3.0
2006-01-04 20:00:00,63.24074074074074,733.2222222222222,684.4074074074074,18680.62962962963,1.0,9632.407407407407,5,-1,-1,-1,Q2,1,clrlcgce02,clrlcgce02,4.0
2006-01-04 20:30:00,41.0,30368.3,30084.3,52077.5,1.0,68477.3,5,-1,-1,-1,Q2,1,clrlcgce02,clrlcgce02,6.0
2006-01-04 21:00:00,43.375,17084.875,17037.25,12324.25,1.0,53999.25,5,-1,-1,-1,Q5,1,clrlcgce02,clrlcgce02,2.0
2006-01-04 21:30:00,52.48275862068966,5323.0344827586205,5255.172413793103,20774.0,1.0,26812.896551724138,5,-1,-1,-1,Q2,1,clrlcgce02,clrlcgce02,3.0
2006-01-04 22:00:00,52.03225806451613,13668.258064516129,13638.322580645161,12720.709677419354,1.0,33473.354838709674,5,-1,-1,-1,Q2,1,clrlcgce02,clrlcgce02,5.0
2006-01-04 22:30:00,41.06666666666667,20995.966666666667,20738.133333333335,54190.36666666667,1.0,57809.3,5,-1,-1,-1,Q2,1,clrlcgce02,clrlcgce02,9.0
2006-01-04 23:00:00,13.86046511627907,80134.6046511628,79431.69767441861,115708.27906976744,1.0,204969.58139534883,1,U1012S0,G2,X1,Q9,1,clrlcgce01,clrlcgce01,35.0
2006-01-04 23:30:00,160.83333333333334,93853.5,93536.33333333333,82168.5,1.0,215999.83333333334,1,U247,G3,X1,Q10,1,clrlcgce01,clrlcgce01,5.0
2006-01-05 00:00:00,5043.346153846154,19501.115384615383,18853.576923076922,360729.23076923075,1.0,259200.0,1,U1033S0,G6,X1,Q4,1,clrlcgce01,clrlcgce01,26.0
2006-01-05 00:30:00,14390.4,52.0,3.0,14256.8,1.0,207540.0,1,U247,G3,X1,Q10,1,clrlcgce01,clrlcgce01,5.0
2006-01-05 01:00:00,3051.7272727272725,12472.0,11884.545454545454,313778.9090909091,1.0,235718.18181818182,1,U2035S1,G6,X1,Q2,1,clrlcgce02,clrlcgce02,11.0
